Home_club,Away_club,Stadium,Tournament,Match_date,Match_time,Match fixed,Ticket only discount,Cat 1 quantitiy,Cat 1 price,Cat 2 quantity,Cat 2 price,Cat 3 quantity,Cat 3 price,Cat 4 quantity,Cat 4 price,Hotel price,Package,Description_English,available_before_days,id
Juventus,AS Roma,Allianz Stadium,Serie A,27-8-2022,18:30,1,0,8,0,8,0,,,,,,0,"We offer tickets Juventus vs. AS Roma at Allianz Stadium. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,691
Juventus,Spezia,Allianz Stadium,Serie A,31-8-2022,20:45,1,0,8,175,8,115,,,,,,0,"We offer tickets Juventus vs. Spezia at Allianz Stadium. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,692
Juventus,Salernitana,Allianz Stadium,Serie A,11-9-2022,20:45,1,0,8,175,8,115,,,,,,0,"We offer tickets Juventus vs. Salernitana at Allianz Stadium. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",3,693
Juventus,Bologna,Allianz Stadium,Serie A,2-10-2022,20:45,1,0,8,175,8,115,,,,,,0,"We offer tickets Juventus vs. Bologna at Allianz Stadium. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",3,694
Juventus,Empoli,Allianz Stadium,Serie A,21-10-2022,20:45,1,0,8,175,8,115,,,,,,0,"We offer tickets Juventus vs. Empoli at Allianz Stadium. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,695
Juventus,Internazionale,Allianz Stadium,Serie A,6-11-2022,20:45,1,0,8,355,8,265,,,,,,0,"We offer tickets Juventus vs. Internazionale at Allianz Stadium. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,696
Juventus,SS Lazio,Allianz Stadium,Serie A,13-11-2022,20:45,1,0,8,235,8,175,,,,,,0,"We offer tickets Juventus vs. SS Lazio at Allianz Stadium. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,697
Juventus,Udinese,Allianz Stadium,Serie A,7-1-2023,18:00,1,0,8,185,8,125,,,,,,0,"We offer tickets Juventus vs. Udinese at Allianz Stadium. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,698
Juventus,Atalanta,Allianz Stadium,Serie A,22-1-2023,20:45,1,0,8,215,8,155,,,,,,0,"We offer tickets Juventus vs. Atalanta at Allianz Stadium. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,699
Juventus,AC Monza,Allianz Stadium,Serie A,29-1-2023,15:00,1,0,8,175,8,115,,,,,,0,"We offer tickets Juventus vs. AC Monza at Allianz Stadium. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,700
Juventus,Fiorentina,Allianz Stadium,Serie A,12-2-2023,18:00,1,0,8,185,8,125,,,,,,0,"We offer tickets Juventus vs. Fiorentina at Allianz Stadium. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,701
Juventus,Torino,Allianz Stadium,Serie A,28-2-2023,20:45,1,0,8,285,8,225,,,,,,0,"We offer tickets Juventus vs. Torino at Allianz Stadium. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,702
Juventus,Sampdoria,Allianz Stadium,Serie A,12-3-2023,20:45,1,0,8,195,8,135,,,,,,0,"We offer tickets Juventus vs. Sampdoria at Allianz Stadium. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,703
Juventus,Hellas Verona,Allianz Stadium,Serie A,1-4-2023,20:45,1,0,8,195,8,135,,,,,,0,"We offer tickets Juventus vs. Hellas Verona at Allianz Stadium. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,704
Juventus,Napoli,Allianz Stadium,Serie A,23-4-2023,17:00,0,0,8,265,8,195,,,,,,0,"We offer tickets Juventus vs. Napoli at Allianz Stadium. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,705
Juventus,Lecce,Allianz Stadium,Serie A,3-5-2023,17:00,0,0,8,215,8,145,,,,,,0,"We offer tickets Juventus vs. Lecce at Allianz Stadium. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,706
Juventus,U.S. Cremonese,Allianz Stadium,Serie A,14-5-2023,17:00,0,0,8,225,8,155,,,,,,0,"We offer tickets Juventus vs. U.S. Cremonese at Allianz Stadium. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,707
Juventus,AC Milan,Allianz Stadium,Serie A,28-5-2023,17:00,0,0,8,375,8,295,,,,,,0,"We offer tickets Juventus vs. AC Milan at Allianz Stadium. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,708
SS Lazio,Bologna,Stadio Olimpico,Serie A,14-8-2022,18:30,1,0,8,135,8,95,8,75,,,,0,"We offer tickets SS Lazio vs. Bologna at Stadio Olimpico. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,709
SS Lazio,Internazionale,Stadio Olimpico,Serie A,26-8-2022,20:45,1,0,8,255,8,185,8,155,,,,0,"We offer tickets SS Lazio vs. Internazionale at Stadio Olimpico. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,710
SS Lazio,Napoli,Stadio Olimpico,Serie A,3-9-2022,20:45,1,0,8,195,8,145,8,115,,,,0,"We offer tickets SS Lazio vs. Napoli at Stadio Olimpico. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,711
SS Lazio,Hellas Verona,Stadio Olimpico,Serie A,11-9-2022,18:00,1,0,8,135,8,95,8,75,,,,0,"We offer tickets SS Lazio vs. Hellas Verona at Stadio Olimpico. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,712
SS Lazio,Spezia,Stadio Olimpico,Serie A,2-10-2022,12:30,1,0,8,135,8,95,8,75,,,,0,"We offer tickets SS Lazio vs. Spezia at Stadio Olimpico. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",3,713
SS Lazio,Udinese,Stadio Olimpico,Serie A,16-10-2022,15:00,1,0,8,135,8,95,8,75,,,,0,"We offer tickets SS Lazio vs. Udinese at Stadio Olimpico. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",3,714
SS Lazio,Salernitana,Stadio Olimpico,Serie A,30-10-2022,18:00,1,0,8,135,8,95,8,75,,,,0,"We offer tickets SS Lazio vs. Salernitana at Stadio Olimpico. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,715
SS Lazio,AC Monza,Stadio Olimpico,Serie A,10-11-2022,20:45,1,0,8,135,8,95,8,75,,,,0,"We offer tickets SS Lazio vs. AC Monza at Stadio Olimpico. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,716
SS Lazio,Empoli,Stadio Olimpico,Serie A,8-1-2023,15:00,1,0,8,135,8,95,8,75,,,,0,"We offer tickets SS Lazio vs. Empoli at Stadio Olimpico. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,717
SS Lazio,AC Milan,Stadio Olimpico,Serie A,24-1-2023,20:45,1,0,8,285,8,215,8,175,,,,0,"We offer tickets SS Lazio vs. AC Milan at Stadio Olimpico. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,718
SS Lazio,Fiorentina,Stadio Olimpico,Serie A,29-1-2023,18:00,1,0,8,185,8,125,8,95,,,,0,"We offer tickets SS Lazio vs. Fiorentina at Stadio Olimpico. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,719
SS Lazio,Atalanta,Stadio Olimpico,Serie A,11-2-2023,20:45,1,0,8,185,8,125,8,95,,,,0,"We offer tickets SS Lazio vs. Atalanta at Stadio Olimpico. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,720
SS Lazio,Sampdoria,Stadio Olimpico,Serie A,27-2-2023,20:45,1,0,8,135,8,95,8,75,,,,0,"We offer tickets SS Lazio vs. Sampdoria at Stadio Olimpico. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,721
SS Lazio,AS Roma,Stadio Olimpico,Serie A,19-3-2023,18:00,1,0,8,325,8,275,8,235,,,,0,"We offer tickets SS Lazio vs. AS Roma at Stadio Olimpico. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,722
SS Lazio,Juventus,Stadio Olimpico,Serie A,8-4-2023,20:45,1,0,8,295,8,235,8,195,,,,0,"We offer tickets SS Lazio vs. Juventus at Stadio Olimpico. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,723
SS Lazio,Torino,Stadio Olimpico,Serie A,23-4-2023,17:00,0,0,8,185,8,125,8,95,,,,0,"We offer tickets SS Lazio vs. Torino at Stadio Olimpico. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,724
SS Lazio,US Sassuolo,Stadio Olimpico,Serie A,3-5-2023,17:00,0,0,8,185,8,125,8,95,,,,0,"We offer tickets SS Lazio vs. US Sassuolo at Stadio Olimpico. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,725
SS Lazio,Lecce,Stadio Olimpico,Serie A,14-5-2023,17:00,0,0,8,185,8,125,8,95,,,,0,"We offer tickets SS Lazio vs. Lecce at Stadio Olimpico. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,726
SS Lazio,U.S. Cremonese,Stadio Olimpico,Serie A,28-5-2023,17:00,0,0,8,215,8,155,8,125,,,,0,"We offer tickets SS Lazio vs. U.S. Cremonese at Stadio Olimpico. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,727
Burnley,Luton Town FC,Turf Moor,Championship,6-8-2022,15:00,1,0,8,95,8,75,,,,,,0,"We offer tickets Burnley vs. Luton Town FC at Turf Moor. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,728
Burnley,Hull City,Turf Moor,Championship,16-8-2022,19:45,1,0,8,95,8,75,,,,,,0,"We offer tickets Burnley vs. Hull City at Turf Moor. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,729
Burnley,Blackpool,Turf Moor,Championship,20-8-2022,15:00,1,0,8,125,8,95,,,,,,0,"We offer tickets Burnley vs. Blackpool at Turf Moor. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,730
Burnley,Millwall,Turf Moor,Championship,30-8-2022,19:45,1,0,8,95,8,75,,,,,,0,"We offer tickets Burnley vs. Millwall at Turf Moor. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,731
Burnley,Norwich City,Turf Moor,Championship,9-9-2022,20:00,1,0,8,95,8,75,,,,,,0,"We offer tickets Burnley vs. Norwich City at Turf Moor. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,732
Burnley,Bristol City,Turf Moor,Championship,17-9-2022,16:00,1,0,8,95,8,75,,,,,,0,"We offer tickets Burnley vs. Bristol City at Turf Moor. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,733
Burnley,Stoke City,Turf Moor,Championship,5-10-2022,19:45,1,0,8,95,8,75,,,,,,0,"We offer tickets Burnley vs. Stoke City at Turf Moor. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,734
Burnley,Swansea City,Turf Moor,Championship,15-10-2022,15:00,1,0,8,95,8,75,,,,,,0,"We offer tickets Burnley vs. Swansea City at Turf Moor. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",3,735
Burnley,Reading,Turf Moor,Championship,29-10-2022,15:00,1,0,8,0,8,0,,,,,,0,"We offer tickets Burnley vs. Reading at Turf Moor. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,736
Burnley,Rotherham United,Turf Moor,Championship,2-11-2022,19:45,1,0,8,95,8,75,,,,,,0,"We offer tickets Burnley vs. Rotherham United at Turf Moor. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,737
Burnley,Blackburn Rovers,Turf Moor,Championship,13-11-2022,12:00,1,0,8,0,8,0,,,,,,0,"We offer tickets Burnley vs. Blackburn Rovers at Turf Moor. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,738
Burnley,Middlesbrough,Turf Moor,Championship,17-12-2022,15:00,1,0,8,95,8,75,,,,,,0,"We offer tickets Burnley vs. Middlesbrough at Turf Moor. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,739
Burnley,Birmingham,Turf Moor,Championship,27-12-2022,20:00,1,0,8,95,8,75,,,,,,0,"We offer tickets Burnley vs. Birmingham at Turf Moor. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,740
Burnley,Coventry City,Turf Moor,Championship,14-1-2023,15:00,0,0,8,95,8,75,,,,,,0,"We offer tickets Burnley vs. Coventry City at Turf Moor. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,741
Burnley,West Bromwich Albion,Turf Moor,Championship,21-1-2023,15:00,0,0,8,95,8,75,,,,,,0,"We offer tickets Burnley vs. West Bromwich Albion at Turf Moor. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,742
Burnley,Preston North End,Turf Moor,Championship,11-2-2023,15:00,0,0,8,125,8,95,,,,,,0,"We offer tickets Burnley vs. Preston North End at Turf Moor. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,743
Burnley,Watford,Turf Moor,Championship,14-2-2023,19:45,0,0,8,95,8,75,,,,,,0,"We offer tickets Burnley vs. Watford at Turf Moor. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,744
Burnley,Huddersfield Town,Turf Moor,Championship,25-2-2023,15:00,0,0,8,95,8,75,,,,,,0,"We offer tickets Burnley vs. Huddersfield Town at Turf Moor. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,745
Burnley,Wigan Athletic,Turf Moor,Championship,11-3-2023,15:00,0,0,8,125,8,95,,,,,,0,"We offer tickets Burnley vs. Wigan Athletic at Turf Moor. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,746
Burnley,Sunderland AFC,Turf Moor,Championship,1-4-2023,15:00,0,0,8,95,8,75,,,,,,0,"We offer tickets Burnley vs. Sunderland AFC at Turf Moor. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,747
Burnley,Sheffield United,Turf Moor,Championship,10-4-2023,15:00,0,0,8,125,8,95,,,,,,0,"We offer tickets Burnley vs. Sheffield United at Turf Moor. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,748
Burnley,Queens Park Rangers,Turf Moor,Championship,22-4-2023,15:00,0,0,8,155,8,115,,,,,,0,"We offer tickets Burnley vs. Queens Park Rangers at Turf Moor. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,749
Burnley,Cardiff City,Turf Moor,Championship,6-5-2023,15:00,0,0,8,175,8,135,,,,,,0,"We offer tickets Burnley vs. Cardiff City at Turf Moor. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,750
Luton Town FC,Birmingham,Kenilworth Road,Championship,30-7-2022,15:00,1,0,8,120,8,95,,,,,,0,"We offer tickets Luton Town FC vs. Birmingham at Kenilworth Road. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,751
Luton Town FC,Preston North End,Kenilworth Road,Championship,13-8-2022,15:00,1,0,8,0,8,0,,,,,,0,"We offer tickets Luton Town FC vs. Preston North End at Kenilworth Road. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,752
Luton Town FC,Sheffield United,Kenilworth Road,Championship,26-8-2022,20:00,1,0,8,0,8,0,,,,,,0,"We offer tickets Luton Town FC vs. Sheffield United at Kenilworth Road. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,753
Luton Town FC,Wigan Athletic,Kenilworth Road,Championship,3-9-2022,15:00,1,0,8,120,8,95,,,,,,0,"We offer tickets Luton Town FC vs. Wigan Athletic at Kenilworth Road. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,754
Luton Town FC,Coventry City,Kenilworth Road,Championship,14-9-2022,19:45,1,0,8,120,8,95,,,,,,0,"We offer tickets Luton Town FC vs. Coventry City at Kenilworth Road. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,755
Luton Town FC,Blackburn Rovers,Kenilworth Road,Championship,17-9-2022,15:00,1,0,8,120,8,95,,,,,,0,"We offer tickets Luton Town FC vs. Blackburn Rovers at Kenilworth Road. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,756
Luton Town FC,Huddersfield Town,Kenilworth Road,Championship,4-10-2022,19:45,1,0,8,0,8,0,,,,,,0,"We offer tickets Luton Town FC vs. Huddersfield Town at Kenilworth Road. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",3,757
Luton Town FC,Queens Park Rangers,Kenilworth Road,Championship,15-10-2022,12:30,1,0,8,0,8,0,,,,,,0,"We offer tickets Luton Town FC vs. Queens Park Rangers at Kenilworth Road. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,758
Luton Town FC,Sunderland AFC,Kenilworth Road,Championship,29-10-2022,15:00,1,0,8,0,8,0,,,,,,0,"We offer tickets Luton Town FC vs. Sunderland AFC at Kenilworth Road. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,759
Luton Town FC,Reading,Kenilworth Road,Championship,1-11-2022,19:45,1,0,8,0,8,0,,,,,,0,"We offer tickets Luton Town FC vs. Reading at Kenilworth Road. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,760
Luton Town FC,Rotherham United,Kenilworth Road,Championship,12-11-2022,15:00,1,0,8,0,8,0,,,,,,0,"We offer tickets Luton Town FC vs. Rotherham United at Kenilworth Road. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,761
Luton Town FC,Millwall,Kenilworth Road,Championship,18-12-2022,12:00,1,0,8,145,8,115,,,,,,0,"We offer tickets Luton Town FC vs. Millwall at Kenilworth Road. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,762
Luton Town FC,Norwich City,Kenilworth Road,Championship,26-12-2022,19:45,1,0,8,120,8,95,,,,,,0,"We offer tickets Luton Town FC vs. Norwich City at Kenilworth Road. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,763
Luton Town FC,West Bromwich Albion,Kenilworth Road,Championship,14-1-2023,15:00,0,0,8,120,8,95,,,,,,0,"We offer tickets Luton Town FC vs. West Bromwich Albion at Kenilworth Road. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,764
Luton Town FC,Cardiff City,Kenilworth Road,Championship,28-1-2023,15:00,0,0,8,120,8,95,,,,,,0,"We offer tickets Luton Town FC vs. Cardiff City at Kenilworth Road. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,765
